Species,Source,FMAXE,D
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus rouxii,"Raman & Hughes, 2020",81.3194285,27.35971356
Rhinolophus rouxii,Wordley et al. 2014,92.58338115,23.37476507
Rhinolophus rouxii,"Raman & Hughes, 2020",80.56128531,37.41504859
Rhinolophus rouxii,"Raman & Hughes, 2020",81.68488266,42.96407344
Rhinolophus rouxii,"Raman & Hughes, 2020",80.98729563,33.71814995
Rhinolophus rouxii,Wordley et al. 2014,92.45969922,33.44944229
Rhinolophus rouxii,Wordley et al. 2014,91.55103934,31.82227163
Rhinolophus rouxii,"Raman & Hughes, 2020",82.5296752,27.02874776
Rhinolophus rouxii,"Raman & Hughes, 2020",80.24041948,37.28403825
Rhinolophus rouxii,"Raman & Hughes, 2020",81.48047725,25.8281791
Rhinolophus rouxii,"Raman & Hughes, 2020",80.5129003,28.36763016
Rhinolophus rouxii,"Raman & Hughes, 2020",79.90280836,31.14083142
Rhinolophus rouxii,"Raman & Hughes, 2020",82.65148463,27.96789146
Rhinolophus rouxii,"Raman & Hughes, 2020",80.7235133,39.9083378
Rhinolophus rouxii,"Raman & Hughes, 2020",82.71040754,22.45900806
Rhinolophus rouxii,"Raman & Hughes, 2020",80.40631609,31.91491084
Rhinolophus rouxii,Wordley et al. 2014,91.85844037,22.1316492
Rhinolophus rouxii,Wordley et al. 2014,92.58338115,23.37476507
Rhinolophus rouxii,"Raman & Hughes, 2020",82.6038706,36.0677368
Rhinolophus rouxii,"Raman & Hughes, 2020",79.90755772,30.22646037
Rhinolophus rouxii,"Raman & Hughes, 2020",82.38527031,25.71447119
Rhinolophus rouxii,Wordley et al. 2014,91.56494288,17.93458996
Rhinolophus rouxii,"Raman & Hughes, 2020",81.36737084,24.49640581
Rhinolophus rouxii,Wordley et al. 2014,91.59019569,16.36760815
Rhinolophus rouxii,Wordley et al. 2014,92.10421047,21.06684452
Rhinolophus rouxii,"Raman & Hughes, 2020",81.25356482,38.35430735
Rhinolophus rouxii,"Raman & Hughes, 2020",82.956918,27.54766958
Rhinolophus rouxii,"Raman & Hughes, 2020",81.51202445,47.18748321
Rhinolophus rouxii,"Raman & Hughes, 2020",81.66945034,23.1374726
Rhinolophus rouxii,"Raman & Hughes, 2020",80.79269622,34.24608272
Rhinolophus rouxii,Wordley et al. 2014,91.55103934,31.82227163
Rhinolophus rouxii,Wordley et al. 2014,91.35712184,31.82126849
Rhinolophus rouxii,"Raman & Hughes, 2020",80.45211251,31.3597227
Rhinolophus rouxii,Wordley et al. 2014,92.91737487,31.34880639
Rhinolophus rouxii,"Raman & Hughes, 2020",80.98158922,30.12356429
Rhinolophus rouxii,"Raman & Hughes, 2020",81.48589801,30.27942282
Rhinolophus rouxii,"Raman & Hughes, 2020",81.58592698,43.98422865
Rhinolophus rouxii,"Raman & Hughes, 2020",81.98915193,21.03061563
Rhinolophus rouxii,"Raman & Hughes, 2020",80.1165742,32.39498485
Rhinolophus rouxii,"Raman & Hughes, 2020",80.24439255,21.30229153
Rhinolophus rouxii,"Raman & Hughes, 2020",81.82482589,25.64543477
Rhinolophus rouxii,"Raman & Hughes, 2020",80.8184482,27.02846699
Rhinolophus rouxii,Wordley et al. 2014,91.79828845,17.08672097
Rhinolophus rouxii,"Raman & Hughes, 2020",81.35676727,40.88256384
Rhinolophus rouxii,"Raman & Hughes, 2020",82.21724694,21.93260228
Rhinolophus rouxii,"Raman & Hughes, 2020",81.07782604,39.55805921
Rhinolophus rouxii,"Raman & Hughes, 2020",80.98729563,33.71814995
Rhinolophus rouxii,"Raman & Hughes, 2020",82.02439185,27.18139074
Rhinolophus rouxii,"Raman & Hughes, 2020",81.86906617,30.9584292
Rhinolophus rouxii,"Raman & Hughes, 2020",79.93714139,48.3608158
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
Rhinolophus sinicus,"Chakravarty, et al. 2020",87.89614889,42.10729411
